s1_bag_x,s1_bag_y,s1_fence_x,s1_fence_y,s1_center_x,s1_center_y,s2_bag_x,s2_bag_y,s2_fence_x,s2_fence_y,s2_center_x,s2_center_y,s3_bag_x,s3_bag_y,s3_fence_x,s3_fence_y,s3_center_x,s3_center_y,s4_bag_x,s4_bag_y,s4_fence_x,s4_fence_y,s4_center_x,s4_center_y,s5_bag_x,s5_bag_y,s5_fence_x,s5_fence_y,s5_center_x,s5_center_y,s6_bag_x,s6_bag_y,s6_fence_x,s6_fence_y,s6_center_x,s6_center_y
0.0005494156458,2.986796298,,,,,4.883355142,0.9458478952,,,,,,,,,,,0.0003382456752,2.060019333,,,,,,,,,,,-0.0004949415766,3.34014387,,,,
0.003799186363,2.986797094,,,,,3.68988355,0.9453796693,,,,,,,,,,,0.002901524733,2.060020433,,,,,,,,,,,-0.0005071035704,3.335881708,,,,
0.01578103818,2.986801662,,,,,0.5900999537,0.943925154,,,,,,,,,,,0.005021653844,2.060021345,,,,,,,,,,,-0.0007108091678,3.253332005,,,,
376.7453736,3.139180748,,,,,0.5118480336,0.9438782227,,,,,,,,,,,0.01529384689,2.060027528,,,,,,,,,,,-0.0009025042481,3.167136714,,,,
,,,,,,0.2692083024,0.9437019755,,,,,,,,,,,0.02200472845,2.060031568,,,,,,,,,,,-0.001025320869,3.063505988,,,,
,,,,,,0.2307872596,0.9436655807,,,,,,,,,,,0.04871600497,2.060048056,,,,,,,,,,,-0.001077787524,2.989884826,,,,
,,,,,,0.1602795379,0.9435920023,,,,,,,,,,,0.08974242146,2.060073498,,,,,,,,,,,-0.0009835869744,2.98988053,,,,
,,,,,,0.06850047402,0.9434868649,,,,,,,,,,,0.1163048388,2.060089983,,,,,,,,,,,-0.000396545051,2.989879335,,,,
,,,,,,0.05379764849,0.9434638732,,,,,,,,,,,315.5373786,2.255945541,,,,,,,,,,,0.0006289465607,2.989878586,,,,
,,,,,,0.01766542657,0.9433963829,,,,,,,,,,,,,,,,,,,,,,,0.003018614214,2.989879849,,,,
,,,,,,0.005239622416,0.9433646971,,,,,,,,,,,,,,,,,,,,,,,294.3145489,3.18979924,,,,
,,,,,,0.003984101235,0.9433601356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.001641687227,0.943351147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0002270291515,0.943334781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-5.52E-05,0.943298147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.0002927073014,0.9432104438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.0008711249037,0.941398377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.001077263145,0.9405320553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.001165857889,0.9399769281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.001284539542,0.9392317389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.001416690925,0.9382047851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.002243194905,0.9298601989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0006906128026,0.929860193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.01282866426,0.9298602488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0130297525,0.9298602499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.2030607543,0.929861605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1202.829659,0.9384866674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1506.647158,0.9406997071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
